id,upload_id,row_number,col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h,col_i,col_j,raw_data,created_at,col_k,col_l,col_m,col_n,col_o,col_p,col_q,col_r,col_s,col_t,col_u,col_v,col_w,col_x,col_y,col_z,col_aa,col_ab,col_ac,col_ad,col_ae,col_af,col_ag,col_ah,col_ai,col_aj,col_ak,col_al,col_am,col_an,col_ao,col_ap,col_aq,col_ar,col_as,col_at,col_au,col_av,col_aw,col_ax,col_ay,col_az,col_ba,col_bb
253,1,253,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,254,244,HORAS EXTRAS 50% - 04/2017,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 50% - 04/2017"", ""Cod Rubrica"": 244, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,255,245,HORAS EXTRAS 50% - 07/2016,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 50% - 07/2016"", ""Cod Rubrica"": 245, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1,256,246,HORAS EXTRAS 50% - 09/2016,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 50% - 09/2016"", ""Cod Rubrica"": 246, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1,257,247,DIF. SALARIO FAMILIA,1409 - Salário-família,51,0,0,Rubrica com inconsistência de IRRF,"51 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Artigos 5º, inciso VII da IN 1500/2014",0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 51, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""DIF. SALARIO FAMILIA"", ""Cod Rubrica"": 247, ""Cód Natureza"": ""1409 - Salário-família"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""51 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""79 - Artigos 5º, inciso VII da IN 1500/2014""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1,258,248,REEMB CONTRIB. ASSIST,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB CONTRIB. ASSIST"", ""Cod Rubrica"": 248, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1,259,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1,260,249,REEMB. DESC. ASS. ODONTOLOGICA,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. DESC. ASS. ODONTOLOGICA"", ""Cod Rubrica"": 249, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1,261,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1,262,250,ADIC. NOTURNO C/100%,1205 - Adicional noturno,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""ADIC. NOTURNO C/100%"", ""Cod Rubrica"": 250, ""Cód Natureza"": ""1205 - Adicional noturno"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1,263,251,HORAS EXTRAS 80%,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 80%"", ""Cod Rubrica"": 251, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,264,252,AJUDA CRECHE CCT,1406 - Auxílio-creche,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","79 - Ato Declaratório PGFN nº 13/2011, Parecer PGFN/CRJ nº 2.118/2011, e Solução de Consulta COSIT nº 290/2014",0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""AJUDA CRECHE CCT"", ""Cod Rubrica"": 252, ""Cód Natureza"": ""1406 - Auxílio-creche"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""79 - Ato Declaratório PGFN nº 13/2011, Parecer PGFN/CRJ nº 2.118/2011, e Solução de Consulta COSIT nº 290/2014""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,265,253,DEV. ATRASO/FALTA HORAS,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DEV. ATRASO/FALTA HORAS"", ""Cod Rubrica"": 253, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1,266,254,REEMB. MENSALIDADE. SINDICAL,9231 - Contribuição Sindical - Associativa,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 4º da Lei nº 9.250/95,0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. MENSALIDADE. SINDICAL"", ""Cod Rubrica"": 254, ""Cód Natureza"": ""9231 - Contribuição Sindical - Associativa"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, § 9º da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""9 - Artigo 4º da Lei nº 9.250/95""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1,267,255,DIF. CCT - 2017,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF. CCT - 2017"", ""Cod Rubrica"": 255, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1,268,256,REEMB. DESC. REFEICAO (PAT),"1806 - Alimentação em ticket ou cartão, vinculada ao PAT",0,9,0,-,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018",0 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 9, ""Analise"": ""-"", ""Rubrica"": ""REEMB. DESC. REFEICAO (PAT)"", ""Cod Rubrica"": 256, ""Cód Natureza"": ""1806 - Alimentação em ticket ou cartão, vinculada ao PAT"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""9 - artigo 35, inciso I, alínea p do Decreto n° 9.580/2018""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,269,257,ABONO DE FERIAS ARTº 143 (Ferias),1018 -,0,75,0,"Rubrica com inconsistência de INSS, IRRF e FGTS",Rubrica não encontrada,Rubrica não encontrada,Rubrica não encontrada,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 75, ""Analise"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Rubrica"": ""ABONO DE FERIAS ARTº 143 (Ferias)"", ""Cod Rubrica"": 257, ""Cód Natureza"": ""1018 -"", ""Incid./Base Legal FGTS"": ""Rubrica não encontrada"", ""Incid./Base Legal INSS"": ""Rubrica não encontrada"", ""Incid./Base Legal IRRF"": ""Rubrica não encontrada""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,270,258,1/3 S/ABONO FERIAS ARTº 143 (Ferias),1019 -,0,75,0,"Rubrica com inconsistência de INSS, IRRF e FGTS",Rubrica não encontrada,Rubrica não encontrada,Rubrica não encontrada,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 75, ""Analise"": ""Rubrica com inconsistência de INSS, IRRF e FGTS"", ""Rubrica"": ""1/3 S/ABONO FERIAS ARTº 143 (Ferias)"", ""Cod Rubrica"": 258, ""Cód Natureza"": ""1019 -"", ""Incid./Base Legal FGTS"": ""Rubrica não encontrada"", ""Incid./Base Legal INSS"": ""Rubrica não encontrada"", ""Incid./Base Legal IRRF"": ""Rubrica não encontrada""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1,271,259,GRATIFICAÇÃO - BILINGUE,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""GRATIFICAÇÃO - BILINGUE"", ""Cod Rubrica"": 259, ""Cód Natureza"": ""1211 - Gratificações"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1,272,260,DIF. CCT S/FERIAS,"1000 - Salário, vencimento, soldo ou subsídio",11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF. CCT S/FERIAS"", ""Cod Rubrica"": 260, ""Cód Natureza"": ""1000 - Salário, vencimento, soldo ou subsídio"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,273,261,REEMB. CONTRIBUICOES,1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial,0,0,0,Rubrica com inconsistência de IRRF,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 6º da Lei nº 7.713/88,"0 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. CONTRIBUICOES"", ""Cod Rubrica"": 261, ""Cód Natureza"": ""1629 - Ressarcimento de outras despesas – em caráter indenizatório patrimonial"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, § 9º da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""9 - Artigo 6º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1,274,262,HORAS EXTRAS 60% - MES 04-2017,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 60% - MES 04-2017"", ""Cod Rubrica"": 262, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1,275,263,MULTA CLAUSULA DECIMA SEXTA CCT,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""MULTA CLAUSULA DECIMA SEXTA CCT"", ""Cod Rubrica"": 263, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,276,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,277,264,MULTA VIGESIMA SETIMA CCT,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""MULTA VIGESIMA SETIMA CCT"", ""Cod Rubrica"": 264, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1,278,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1,279,265,REEMB. EMPRESTIMO CONSIGNADO,9254 - Empréstimos consignados - desconto,0,9,0,-,"0 - Artigo 28, § 9º da Lei n° 8.212/91",9 - Artigo 7º da Lei nº 8.134/90,"0 - Artigo 15, § 6º da Lei n° 8.036/90","{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 9, ""Analise"": ""-"", ""Rubrica"": ""REEMB. EMPRESTIMO CONSIGNADO"", ""Cod Rubrica"": 265, ""Cód Natureza"": ""9254 - Empréstimos consignados - desconto"", ""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, § 9º da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""9 - Artigo 7º da Lei nº 8.134/90""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1,280,266,REEMB. CURSOS / TREINAMENTO,2920 - Reembolsos diversos,0,0,0,Rubrica com inconsistência de IRRF,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 0, ""INSS"": 0, ""IRRF"": 0, ""Analise"": ""Rubrica com inconsistência de IRRF"", ""Rubrica"": ""REEMB. CURSOS / TREINAMENTO"", ""Cod Rubrica"": 266, ""Cód Natureza"": ""2920 - Reembolsos diversos"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1,281,"0 - Artigo 28, inciso I, da Lei n° 8.212/91","0 - Artigo 15, § 6º da Lei n° 8.036/90",,,,,,,,,"{""Incid./Base Legal FGTS"": ""0 - Artigo 15, § 6º da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""0 - Artigo 28, inciso I, da Lei n° 8.212/91""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,282,267,HORAS EXTRAS COMPL 60%,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS COMPL 60%"", ""Cod Rubrica"": 267, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1,283,268,DIF GRATIFICACAO MES ANT,1211 - Gratificações,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""DIF GRATIFICACAO MES ANT"", ""Cod Rubrica"": 268, ""Cód Natureza"": ""1211 - Gratificações"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1,284,269,HORAS EXTRAS 75% MES ANTERIOR,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""HORAS EXTRAS 75% MES ANTERIOR"", ""Cod Rubrica"": 269, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,285,270,H E 50% - ART. 71,1003 - Horas extraordinárias,11,11,11,-,"11 - Artigo 28, inciso I, da Lei n° 8.212/91",11 - Artigos 3º e 7º da Lei nº 7.713/88,11 - Artigo 15 da Lei n° 8.036/90,"{""FGTS"": 11, ""INSS"": 11, ""IRRF"": 11, ""Analise"": ""-"", ""Rubrica"": ""H E 50% - ART. 71"", ""Cod Rubrica"": 270, ""Cód Natureza"": ""1003 - Horas extraordinárias"", ""Incid./Base Legal FGTS"": ""11 - Artigo 15 da Lei n° 8.036/90"", ""Incid./Base Legal INSS"": ""11 - Artigo 28, inciso I, da Lei n° 8.212/91"", ""Incid./Base Legal IRRF"": ""11 - Artigos 3º e 7º da Lei nº 7.713/88""}",2026-03-25 15:01:09.753784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
